Mn2+,RA_conc,Preparation_pH,Polymer_A_OHA,Polymer_A_OHA-DAB
1.0,1.7320508075688774,-1.7320508075688779,-0.5773502691896258,0.5773502691896258
-1.0,-0.5773502691896258,0.5773502691896252,1.7320508075688774,-1.7320508075688774
1.0,1.7320508075688774,-1.7320508075688779,-0.5773502691896258,0.5773502691896258
-1.0,-0.5773502691896258,0.5773502691896252,-0.5773502691896258,0.5773502691896258
1.0,-0.5773502691896258,0.5773502691896252,-0.5773502691896258,0.5773502691896258
-1.0,-0.5773502691896258,0.5773502691896252,-0.5773502691896258,0.5773502691896258
1.0,-0.5773502691896258,0.5773502691896252,-0.5773502691896258,0.5773502691896258
-1.0,-0.5773502691896258,0.5773502691896252,1.7320508075688774,-1.7320508075688774
